Date,TeamName,EloScore
10/21/1978,Tulsa,1540
10/21/1978,Cincinnati,1460
10/21/1978,Stanford,1510
10/21/1978,Washington State,1510
10/21/1978,Texas Christian,1480
10/21/1978,Tulane,1470
10/21/1978,Duke,1500
10/21/1978,Clemson,1540
10/21/1978,Arkansas,1530
10/21/1978,Texas,1540
10/21/1978,West Virginia,1450
10/21/1978,Temple,1520
10/21/1978,Ball State,1550
10/21/1978,Illinois State,1430
10/21/1978,Houston,1540
10/21/1978,S-M-U,1510
10/21/1978,Southern Miss,1530
10/21/1978,Memphis,1480
10/21/1978,No Carolina State,1540
10/21/1978,North Carolina,1480
10/21/1978,Texas Tech,1500
10/21/1978,Rice,1460
10/21/1978,Syracuse,1450
10/21/1978,Penn State,1570
10/21/1978,Lehigh,1510
10/21/1978,Virginia Military,1490
10/21/1978,West Texas A+M,1480
10/21/1978,Indiana State,1470
10/21/1978,Army,1470
10/21/1978,Florida,1490
10/21/1978,Indiana,1480
10/21/1978,Michigan State,1500
10/21/1978,Georgia Tech,1530
10/21/1978,Auburn,1520
10/21/1978,William + Mary,1520
10/21/1978,Navy,1560
10/21/1978,Iowa,1460
10/21/1978,Ohio State,1510
10/21/1978,Chattanooga,1560
10/21/1978,Furman,1510
10/21/1978,Western Carolina,1510
10/21/1978,Wofford,1470
10/21/1978,Toledo,1450
10/21/1978,Ohio,1460
10/21/1978,Vanderbilt,1460
10/21/1978,Georgia,1540
10/21/1978,Colgate,1460
10/21/1978,Princeton,1480
10/21/1978,Minnesota,1500
10/21/1978,Northwestern,1440
10/21/1978,Pacific,1490
10/21/1978,San Diego State,1490
10/21/1978,Brown,1510
10/21/1978,Cornell,1520
10/21/1978,Eastern Michigan,1490
10/21/1978,Western Michigan,1550
10/21/1978,Nebraska,1550
10/21/1978,Colorado,1530
10/21/1978,Southern Illinois,1510
10/21/1978,Wichita State,1510
10/21/1978,Missouri,1530
10/21/1978,Kansas State,1470
10/21/1978,Northern Illinois,1480
10/21/1978,Central Michigan,1530
10/21/1978,Notre Dame,1520
10/21/1978,Air Force,1470
10/21/1978,Utah,1520
10/21/1978,Wyoming,1500
10/21/1978,Virginia Tech,1490
10/21/1978,Virginia,1470
10/21/1978,Boston University,1500
10/21/1978,Louisville,1530
10/21/1978,Utah State,1530
10/21/1978,Miami-Florida,1500
10/21/1978,New Mexico State,1490
10/21/1978,New Mexico,1510
10/21/1978,Alabama,1550
10/21/1978,Tennessee,1480
10/21/1978,Oregon State,1470
10/21/1978,Southern Cal,1540
10/21/1978,Texas-Arlington,1480
10/21/1978,Lamar,1460
10/21/1978,Wake Forest,1450
10/21/1978,Maryland,1570
10/21/1978,The Citadel,1490
10/21/1978,Appalachian State,1530
10/21/1978,UTEP,1450
10/21/1978,Brigham Young,1530
10/27/1978,Arizona,1490
10/27/1978,U.C.L.A.,1560
10/28/1978,Ball State,1560
10/28/1978,Eastern Michigan,1480
10/28/1978,Northern Illinois,1490
10/28/1978,Southern Illinois,1500
10/28/1978,Delaware,1480
10/28/1978,The Citadel,1500
10/28/1978,Colgate,1450
10/28/1978,Army,1480
10/28/1978,New Mexico,1520
10/28/1978,UTEP,1440
10/28/1978,Cincinnati,1470
10/28/1978,UL-Lafayette,1470
10/28/1978,Richmond,1440
10/28/1978,East Carolina,1520
10/28/1978,Chattanooga,1550
10/28/1978,McNeese State,1520
10/28/1978,Maryland,1580
10/28/1978,Duke,1490
10/28/1978,Indiana State,1460
10/28/1978,UL-Monroe,1530
10/28/1978,Baylor,1470
10/28/1978,Texas Christian,1470
10/28/1978,Wyoming,1510
10/28/1978,Colorado State,1470
10/28/1978,Washington State,1500
10/28/1978,Oregon,1440
10/28/1978,New Mexico State,1500
10/28/1978,Wichita State,1500
10/28/1978,North Texas,1540
10/28/1978,Louisiana Tech,1510
10/28/1978,Ohio,1470
10/28/1978,Western Michigan,1540
10/28/1978,Illinois,1460
10/28/1978,Indiana,1490
10/28/1978,Mississippi State,1530
10/28/1978,Tennessee,1470
10/28/1978,Georgia,1550
10/28/1978,Kentucky,1480
10/28/1978,Iowa State,1520
10/28/1978,Kansas,1440
10/28/1978,San Jose State,1480
10/28/1978,Utah State,1540
10/28/1978,Penn State,1580
10/28/1978,West Virginia,1440
10/28/1978,Nevada-Las Vegas,1510
10/28/1978,Montana,1490
10/28/1978,Dartmouth,1500
10/28/1978,Cornell,1510
10/28/1978,Temple,1530
10/28/1978,Akron,1480
10/28/1978,Holy Cross,1540
10/28/1978,Brown,1520
10/28/1978,Florida State,1520
10/28/1978,Southern Miss,1520
10/28/1978,Arkansas State,1520
10/28/1978,Texas-Arlington,1470
10/28/1978,William + Mary,1510
10/28/1978,Louisville,1540
10/28/1978,S-M-U,1500
10/28/1978,Texas,1550
10/28/1978,Florida,1480
10/28/1978,Georgia Tech,1540
10/28/1978,Miami-Ohio,1530
10/28/1978,Toledo,1440
10/28/1978,East Tennessee St,1510
10/28/1978,Appalachian State,1520
10/28/1978,Oklahoma State,1460
10/28/1978,Nebraska,1560
10/28/1978,Yale,1500
10/28/1978,Pennsylvania,1490
10/28/1978,Purdue,1550
10/28/1978,Iowa,1450
10/28/1978,Virginia Tech,1480
10/28/1978,Alabama,1560
10/28/1978,North Carolina,1490
10/28/1978,South Carolina,1510
10/28/1978,Villanova,1500
10/28/1978,Youngstown State,1490
10/28/1978,Central Michigan,1540
10/28/1978,Bowling Green,1500
10/28/1978,Rice,1450
10/28/1978,Texas A+M,1530
10/28/1978,Oregon State,1460
10/28/1978,Stanford,1520
10/28/1978,Pacific,1500
10/28/1978,Hawaii,1500
10/28/1978,Fullerton State,1480
10/28/1978,Fresno State,1440
10/28/1978,Arizona State,1530
10/28/1978,Washington,1520
10/28/1978,Harvard,1510
10/28/1978,Princeton,1480
10/28/1978,Northwestern St(LA),1500
10/28/1978,Nicholls State,1470
10/28/1978,Clemson,1550
10/28/1978,No Carolina State,1530
10/28/1978,Memphis,1470
10/28/1978,Tulane,1480
10/28/1978,Kent State,1480
10/28/1978,Air Force,1480
10/28/1978,Mississippi,1490
10/28/1978,Vanderbilt,1450
10/28/1978,Miami-Florida,1490
10/28/1978,Notre Dame,1530
10/28/1978,Minnesota,1490
10/28/1978,Michigan,1550
10/28/1978,Illinois State,1420
10/28/1978,Western Illinois,1490
10/28/1978,Arkansas,1520
10/28/1978,Houston,1550
10/28/1978,Western Carolina,1520
10/28/1978,Virginia Military,1480
10/28/1978,California,1520
10/28/1978,Southern Cal,1550
10/28/1978,San Diego State,1480
10/28/1978,Long Beach State,1510
10/28/1978,Wake Forest,1440
10/28/1978,Auburn,1530
10/28/1978,Furman,1520
10/28/1978,Marshall,1440
10/28/1978,Colorado,1540
10/28/1978,Missouri,1520
10/28/1978,Drake,1480
10/28/1978,Tulsa,1550
10/28/1978,Pittsburgh,1530
10/28/1978,Navy,1570
10/28/1978,Wisconsin,1520
10/28/1978,Michigan State,1510
10/28/1978,Kansas State,1460
10/28/1978,Oklahoma,1580
10/28/1978,Northwestern,1430
10/28/1978,Ohio State,1520
10/28/1978,Columbia,1510
10/28/1978,Rutgers,1550
11/04/1978,Pittsburgh,1540
11/04/1978,Syracuse,1440
11/04/1978,Kentucky,1490
11/04/1978,Virginia Tech,1470
11/04/1978,Michigan,1560
11/04/1978,Iowa,1440
11/04/1978,Texas A+M,1540
11/04/1978,S-M-U,1490
11/04/1978,Arkansas State,1530
11/04/1978,UL-Lafayette,1460
11/04/1978,Michigan State,1520
11/04/1978,Illinois,1450
11/04/1978,Western Michigan,1550
11/04/1978,Marshall,1430
11/04/1978,UL-Monroe,1520
11/04/1978,Cincinnati,1480
11/04/1978,Clemson,1560
11/04/1978,Wake Forest,1430
11/04/1978,Navy,1560
11/04/1978,Notre Dame,1540
11/04/1978,Baylor,1460
11/04/1978,Texas Tech,1510
11/04/1978,Southern Cal,1560
11/04/1978,Stanford,1510
11/04/1978,Miami-Florida,1480
11/04/1978,Tulane,1490
11/04/1978,North Carolina,1480
11/04/1978,Richmond,1450
11/04/1978,Oklahoma,1590
11/04/1978,Colorado,1530
11/04/1978,Virginia,1460
11/04/1978,West Virginia,1450
11/04/1978,Southern Illinois,1510
11/04/1978,Indiana State,1450
11/04/1978,Kent State,1470
11/04/1978,Northern Illinois,1500
11/04/1978,Louisville,1550
11/04/1978,Wichita State,1490
11/04/1978,East Carolina,1530
11/04/1978,Appalachian State,1510
11/04/1978,Air Force,1470
11/04/1978,Army,1490
11/04/1978,Pennsylvania,1480
11/04/1978,Princeton,1490
11/04/1978,Rutgers,1560
11/04/1978,Massachusetts,1470
11/04/1978,Boston College,1440
11/04/1978,Villanova,1510
11/04/1978,Drake,1470
11/04/1978,New Mexico State,1510
11/04/1978,Northwestern St(LA),1490
11/04/1978,Texas-Arlington,1480
11/04/1978,Western Carolina,1530
11/04/1978,Chattanooga,1540
11/04/1978,Mississippi,1480
11/04/1978,Louisiana State,1550
11/04/1978,The Citadel,1490
11/04/1978,William + Mary,1520
11/04/1978,Nebraska,1570
11/04/1978,Kansas,1430
11/04/1978,Fullerton State,1470
11/04/1978,San Jose State,1490
11/04/1978,New Mexico,1530
11/04/1978,Utah,1510
11/04/1978,South Carolina,1500
11/04/1978,No Carolina State,1540
11/04/1978,Ball State,1570
11/04/1978,Bowling Green,1490
11/04/1978,Brown,1530
11/04/1978,Harvard,1500
11/04/1978,Ohio State,1530
11/04/1978,Wisconsin,1510
11/04/1978,Northwestern,1420
11/04/1978,Purdue,1560
11/04/1978,Oregon,1430
11/04/1978,U.C.L.A.,1570
11/04/1978,Holy Cross,1530
11/04/1978,Boston University,1510
11/04/1978,Auburn,1520
11/04/1978,Florida,1490
11/04/1978,Kansas State,1450
11/04/1978,Iowa State,1530
11/04/1978,Arizona,1480
11/04/1978,Washington,1530
11/04/1978,Southern Miss,1510
11/04/1978,North Texas,1550
11/04/1978,Miami-Ohio,1540
11/04/1978,Ohio,1460
11/04/1978,Oregon State,1470
11/04/1978,Washington State,1490
11/04/1978,Maryland,1570
11/04/1978,Penn State,1590
11/04/1978,Indiana,1480
11/04/1978,Minnesota,1500
11/04/1978,Toledo,1430
11/04/1978,Central Michigan,1550
11/04/1978,Lafayette,1480
11/04/1978,Colgate,1460
11/04/1978,Duke,1480
11/04/1978,Tennessee,1480
11/04/1978,UTEP,1430
11/04/1978,Hawaii,1510
11/04/1978,Texas Christian,1460
11/04/1978,Houston,1560
11/04/1978,Colorado State,1460
11/04/1978,San Diego State,1490
11/04/1978,Mississippi State,1520
11/04/1978,Alabama,1570
11/04/1978,Vanderbilt,1440
11/04/1978,Memphis,1480
11/04/1978,Missouri,1510
11/04/1978,Oklahoma State,1470
11/04/1978,California,1510
11/04/1978,Arizona State,1540
11/04/1978,Columbia,1500
11/04/1978,Dartmouth,1510
11/04/1978,Rice,1440
11/04/1978,Arkansas,1530
11/04/1978,Lamar,1450
11/04/1978,Louisiana Tech,1520
11/04/1978,Pacific,1490
11/04/1978,Utah State,1550
11/04/1978,Virginia Military,1470
11/04/1978,Georgia,1560
11/04/1978,Illinois State,1410
11/04/1978,Eastern Illinois,1510
11/04/1978,Cornell,1500
11/04/1978,Yale,1510
11/04/1978,Long Beach State,1500
11/04/1978,Fresno State,1450
11/04/1978,West Texas A+M,1470
11/04/1978,Tulsa,1560
11/04/1978,Wyoming,1500
11/04/1978,Brigham Young,1540
11/04/1978,Davidson,1490
11/04/1978,Furman,1530
11/11/1978,Auburn,1530
11/11/1978,Mississippi State,1510
11/11/1978,Navy,1550
11/11/1978,Syracuse,1450
11/11/1978,UL-Monroe,1510
11/11/1978,North Texas,1560
11/11/1978,Tulsa,1570
11/11/1978,Wichita State,1480
11/11/1978,Utah,1520
11/11/1978,UTEP,1420
11/11/1978,Fullerton State,1480
11/11/1978,Northridge State,1490
11/11/1978,Washington,1520
11/11/1978,Southern Cal,1570
11/11/1978,S-M-U,1500
11/11/1978,Rice,1430
11/11/1978,San Diego State,1480
11/11/1978,Brigham Young,1550
11/11/1978,Boston College,1430
11/11/1978,Army,1500
11/11/1978,Stanford,1520
11/11/1978,Arizona State,1530
11/11/1978,Wake Forest,1420
11/11/1978,Duke,1490
11/11/1978,Dartmouth,1520
11/11/1978,Brown,1520
11/11/1978,Richmond,1440
11/11/1978,Chattanooga,1550
11/11/1978,Arizona,1490
11/11/1978,Oregon,1420
11/11/1978,Georgia Tech,1550
11/11/1978,Air Force,1460
11/11/1978,Arkansas,1540
11/11/1978,Baylor,1450
11/11/1978,Louisiana State,1540
11/11/1978,Alabama,1580
11/11/1978,Colgate,1450
11/11/1978,Bucknell,1480
11/11/1978,Washington State,1480
11/11/1978,California,1520
11/11/1978,Cornell,1510
11/11/1978,Columbia,1490
11/11/1978,Tennessee,1470
11/11/1978,Notre Dame,1550
11/11/1978,Houston,1570
11/11/1978,Texas,1540
11/11/1978,Memphis,1490
11/11/1978,Louisville,1540
11/11/1978,Montana State,1510
11/11/1978,Fresno State,1440
11/11/1978,San Jose State,1500
11/11/1978,Pacific,1480
11/11/1978,Maryland,1580
11/11/1978,Virginia,1450
11/11/1978,Princeton,1480
11/11/1978,Yale,1520
11/11/1978,Michigan,1570
11/11/1978,Northwestern,1410
11/11/1978,Minnesota,1490
11/11/1978,Michigan State,1530
11/11/1978,Furman,1540
11/11/1978,Western Carolina,1520
11/11/1978,Villanova,1500
11/11/1978,Delaware,1490
11/11/1978,U.C.L.A.,1560
11/11/1978,Oregon State,1480
11/11/1978,Iowa,1430
11/11/1978,Indiana,1490
11/11/1978,Massachusetts,1480
11/11/1978,Holy Cross,1520
11/11/1978,McNeese State,1530
11/11/1978,Lamar,1440
11/11/1978,Ohio,1450
11/11/1978,Cincinnati,1490
11/11/1978,Marshall,1420
11/11/1978,Southern Illinois,1520
11/11/1978,Central Michigan,1560
11/11/1978,Eastern Michigan,1470
11/11/1978,Arkansas State,1520
11/11/1978,Louisiana Tech,1530
11/11/1978,Colorado State,1470
11/11/1978,New Mexico,1520
11/11/1978,Northern Illinois,1490
11/11/1978,Toledo,1440
11/11/1978,Appalachian State,1520
11/11/1978,Virginia Military,1460
11/11/1978,Virginia Tech,1460
11/11/1978,Florida State,1530
11/11/1978,Wofford,1460
11/11/1978,Iowa State,1540
11/11/1978,Oklahoma State,1460
11/11/1978,The Citadel,1500
11/11/1978,Wyoming,1490
11/11/1978,Nevada-Las Vegas,1520
11/11/1978,West Texas A+M,1460
11/11/1978,Drake,1480
11/11/1978,New Mexico State,1500
11/11/1978,Hawaii,1520
11/11/1978,Oklahoma,1580
11/11/1978,Nebraska,1580
11/11/1978,Tulane,1480
11/11/1978,Mississippi,1490
11/11/1978,Florida,1480
11/11/1978,Georgia,1570
11/11/1978,Kent State,1460
11/11/1978,Miami-Ohio,1550
11/11/1978,UL-Lafayette,1470
11/11/1978,Northwestern St(LA),1480
11/11/1978,North Carolina,1470
11/11/1978,Clemson,1570
11/11/1978,Purdue,1560
11/11/1978,Wisconsin,1510
11/11/1978,Bowling Green,1480
11/11/1978,Southern Miss,1520
11/11/1978,Texas Tech,1520
11/11/1978,Texas Christian,1450
11/11/1978,Temple,1520
11/11/1978,Rutgers,1570
11/11/1978,Weber State,1490
11/11/1978,Utah State,1540
11/11/1978,No Carolina State,1530
11/11/1978,Penn State,1600
11/11/1978,Illinois,1440
11/11/1978,Ohio State,1540
11/11/1978,Harvard,1510
11/11/1978,Pennsylvania,1470
11/11/1978,Indiana State,1440
11/11/1978,Illinois State,1420
11/11/1978,William + Mary,1510
11/11/1978,East Carolina,1540
11/11/1978,Kansas,1420
11/11/1978,Missouri,1520
11/11/1978,Colorado,1520
11/11/1978,Kansas State,1460
11/11/1978,West Virginia,1440
11/11/1978,Pittsburgh,1550
11/11/1978,Western Michigan,1540
11/11/1978,Ball State,1580
11/11/1978,Vanderbilt,1430
11/11/1978,Kentucky,1500
11/18/1978,Texas,1550
11/18/1978,Texas Christian,1440
11/18/1978,William + Mary,1500
11/18/1978,Richmond,1450
11/18/1978,Purdue,1550
11/18/1978,Michigan,1580
11/18/1978,Michigan State,1540
11/18/1978,Northwestern,1400
11/18/1978,The Citadel,1490
11/18/1978,Furman,1550
11/18/1978,Baylor,1440
11/18/1978,Rice,1440
11/18/1978,Lamar,1430
11/18/1978,Arkansas State,1530
11/18/1978,Toledo,1430
11/18/1978,Kent State,1470
11/18/1978,Duke,1480
11/18/1978,No Carolina State,1540
11/18/1978,Southern Illinois,1530
11/18/1978,UL-Lafayette,1460
11/18/1978,Texas-Arlington,1490
11/18/1978,McNeese State,1520
11/18/1978,Clemson,1580
11/18/1978,Maryland,1570
11/18/1978,Louisiana Tech,1520
11/18/1978,UL-Monroe,1520
11/18/1978,Southern Cal,1580
11/18/1978,U.C.L.A.,1550
11/18/1978,North Texas,1570
11/18/1978,Memphis,1480
11/18/1978,Ohio State,1550
11/18/1978,Indiana,1480
11/18/1978,Stanford,1530
11/18/1978,California,1510
11/18/1978,Drake,1470
11/18/1978,Long Beach State,1510
11/18/1978,Northwestern St(LA),1490
11/18/1978,S E Louisiana,1500
11/18/1978,S-M-U,1490
11/18/1978,Texas Tech,1530
11/18/1978,Texas A+M,1530
11/18/1978,Arkansas,1550
11/18/1978,Dartmouth,1530
11/18/1978,Princeton,1470
11/18/1978,Brown,1530
11/18/1978,Columbia,1480
11/18/1978,UTEP,1410
11/18/1978,Nevada-Las Vegas,1530
11/18/1978,Ball State,1590
11/18/1978,Northern Illinois,1480
11/18/1978,Rutgers,1580
11/18/1978,Holy Cross,1510
11/18/1978,Villanova,1490
11/18/1978,Temple,1530
11/18/1978,Eastern Michigan,1460
11/18/1978,Illinois State,1430
11/18/1978,Notre Dame,1560
11/18/1978,Georgia Tech,1540
11/18/1978,Wyoming,1480
11/18/1978,Hawaii,1530
11/18/1978,Central Michigan,1570
11/18/1978,Western Michigan,1530
11/18/1978,Georgia,1570
11/18/1978,Auburn,1530
11/18/1978,Chattanooga,1540
11/18/1978,Tennessee State,1510
11/18/1978,Fullerton State,1490
11/18/1978,Cal Poly-Pomona,1490
11/18/1978,Ohio,1460
11/18/1978,Bowling Green,1470
11/18/1978,Virginia Military,1450
11/18/1978,Virginia Tech,1470
11/18/1978,Arizona State,1540
11/18/1978,Oregon State,1470
11/18/1978,Louisiana State,1530
11/18/1978,Mississippi State,1520
11/18/1978,Cincinnati,1480
11/18/1978,Miami-Ohio,1560
11/18/1978,San Diego State,1470
11/18/1978,Miami-Florida,1490
11/18/1978,Brigham Young,1540
11/18/1978,Utah,1530
11/18/1978,Yale,1530
11/18/1978,Harvard,1500
11/18/1978,Syracuse,1460
11/18/1978,Boston College,1420
11/18/1978,Florida,1490
11/18/1978,Kentucky,1490
11/18/1978,Fresno State,1450
11/18/1978,Idaho,1450
11/18/1978,Iowa State,1550
11/18/1978,Colorado,1510
11/18/1978,Illinois,1430
11/18/1978,Minnesota,1500
11/18/1978,Washington State,1470
11/18/1978,Arizona,1500
11/18/1978,Missouri,1530
11/18/1978,Nebraska,1570
11/18/1978,Marshall,1410
11/18/1978,East Carolina,1550
11/18/1978,Montana,1480
11/18/1978,San Jose State,1510
11/18/1978,West Virginia,1430
11/18/1978,Colorado State,1480
11/18/1978,Oklahoma State,1450
11/18/1978,Oklahoma,1590
11/18/1978,Army,1490
11/18/1978,Pittsburgh,1560
11/18/1978,Pennsylvania,1460
11/18/1978,Cornell,1520
11/18/1978,Kansas,1410
11/18/1978,Kansas State,1470
11/18/1978,Louisville,1530
11/18/1978,Southern Miss,1530
11/18/1978,Wake Forest,1410
11/18/1978,South Carolina,1510
11/18/1978,Navy,1540
11/18/1978,Florida State,1540
11/18/1978,Virginia,1440
11/18/1978,North Carolina,1480
11/18/1978,Wisconsin,1500
11/18/1978,Iowa,1440
11/18/1978,Colgate,1440
11/18/1978,Delaware,1500
11/18/1978,Western Carolina,1510
11/18/1978,Appalachian State,1530
11/18/1978,Mississippi,1480
11/18/1978,Tennessee,1480
11/18/1978,Air Force,1450
11/18/1978,Vanderbilt,1440
11/18/1978,Wichita State,1470
11/18/1978,Indiana State,1450
11/18/1978,Pacific,1470
11/18/1978,New Mexico,1530
11/23/1978,Colorado State,1490
11/23/1978,Pacific,1460
11/24/1978,Fullerton State,1480
11/24/1978,Nevada-Las Vegas,1540
11/25/1978,Michigan,1590
11/25/1978,Ohio State,1540
11/25/1978,Cincinnati,1490
11/25/1978,Memphis,1470
11/25/1978,Oregon,1430
11/25/1978,Oregon State,1460
11/25/1978,Texas Christian,1430
11/25/1978,Texas A+M,1540
11/25/1978,Mississippi,1490
11/25/1978,Mississippi State,1510
11/25/1978,Duke,1470
11/25/1978,North Carolina,1490
11/25/1978,Washington,1530
11/25/1978,Washington State,1460
11/25/1978,Pittsburgh,1550
11/25/1978,Penn State,1610
11/25/1978,Colgate,1450
11/25/1978,Rutgers,1570
11/25/1978,Arizona State,1550
11/25/1978,Arizona,1490
11/25/1978,Brigham Young,1550
11/25/1978,Hawaii,1520
11/25/1978,Indiana,1470
11/25/1978,Purdue,1560
11/25/1978,Northern Illinois,1490
11/25/1978,Ohio,1450
11/25/1978,Connecticut,1450
11/25/1978,Holy Cross,1520
11/25/1978,Arkansas,1560
11/25/1978,S-M-U,1480
11/25/1978,Utah,1540
11/25/1978,Utah State,1530
11/25/1978,Syracuse,1450
11/25/1978,Miami-Florida,1500
11/25/1978,New Mexico State,1510
11/25/1978,West Texas A+M,1450
11/25/1978,No Carolina State,1550
11/25/1978,Virginia,1430
11/25/1978,Long Beach State,1500
11/25/1978,Lamar,1440
11/25/1978,Texas,1540
11/25/1978,Baylor,1450
11/25/1978,Wyoming,1490
11/25/1978,UTEP,1400
11/25/1978,Florida,1480
11/25/1978,Florida State,1550
11/25/1978,Houston,1560
11/25/1978,Texas Tech,1540
11/25/1978,Tulane,1470
11/25/1978,Louisiana State,1540
11/25/1978,Boston College,1410
11/25/1978,Massachusetts,1490
11/25/1978,South Carolina,1500
11/25/1978,Clemson,1590
11/25/1978,New Mexico,1520
11/25/1978,San Diego State,1480
11/25/1978,Iowa,1430
11/25/1978,Michigan State,1550
11/25/1978,Notre Dame,1550
11/25/1978,Southern Cal,1590
11/25/1978,Minnesota,1490
11/25/1978,Wisconsin,1510
11/25/1978,UL-Lafayette,1450
11/25/1978,McNeese State,1530
11/25/1978,Kentucky,1480
11/25/1978,Tennessee,1490
12/02/1978,Southern Cal,1600
12/02/1978,Hawaii,1510
12/02/1978,Utah,1550
12/02/1978,San Diego State,1470
12/02/1978,Army,1480
12/02/1978,Navy,1550
12/02/1978,Long Beach State,1490
12/02/1978,San Jose State,1520
12/02/1978,Tennessee,1500
12/02/1978,Vanderbilt,1430
12/02/1978,Miami-Florida,1510
12/02/1978,Florida,1470
12/02/1978,Wyoming,1480
12/02/1978,Louisiana State,1550
12/02/1978,Georgia Tech,1530
12/02/1978,Georgia,1580
12/02/1978,Texas A+M,1530
12/02/1978,Texas,1550
12/02/1978,Alabama,1590
12/02/1978,Auburn,1520
12/02/1978,Holy Cross,1530
12/02/1978,Boston College,1400
12/02/1978,Brigham Young,1560
12/02/1978,Nevada-Las Vegas,1530
12/02/1978,Texas Tech,1530
12/02/1978,Arkansas,1570
12/02/1978,Rice,1430
12/02/1978,Houston,1570
12/10/1978,Boston College,1390
12/10/1978,Temple,1540
09/01/1979,UL-Monroe,1510
09/01/1979,UL-Lafayette,1460
09/01/1979,McNeese State,1540
09/01/1979,Tulsa,1560
09/01/1979,Northern Michigan,1500
09/01/1979,Eastern Michigan,1470
09/01/1979,Drake,1460
09/01/1979,Indiana State,1460
09/01/1979,Western Carolina,1500
09/01/1979,East Carolina,1560
09/01/1979,Southern Illinois,1520
09/01/1979,West Texas A+M,1460
09/01/1979,Wichita State,1460
09/01/1979,New Mexico State,1520
09/01/1979,Louisiana Tech,1510
09/01/1979,New Mexico,1530
09/01/1979,Colorado State,1480
09/01/1979,Arizona,1500
09/01/1979,UTEP,1390
09/01/1979,North Texas,1580
09/01/1979,Long Beach State,1480
09/01/1979,Utah,1560
09/08/1979,Alabama,1600
09/08/1979,Georgia Tech,1520
09/08/1979,Ohio,1440
09/08/1979,Minnesota,1500
09/08/1979,New Mexico State,1510
09/08/1979,Drake,1470
09/08/1979,Syracuse,1440
09/08/1979,Ohio State,1550
09/08/1979,William + Mary,1490
09/08/1979,Virginia Military,1460
09/08/1979,Texas A+M-Commerce,1490
09/08/1979,Arkansas State,1540
09/08/1979,Virginia Tech,1480
09/08/1979,Louisville,1520
09/08/1979,Toledo,1420
09/08/1979,Marshall,1420
09/08/1979,Southern Cal,1610
09/08/1979,Texas Tech,1520
09/08/1979,Villanova,1480
09/08/1979,Maryland,1580
09/08/1979,Eastern Kentucky,1510
09/08/1979,Kent State,1460
09/08/1979,Eastern Michigan,1460
09/08/1979,Bowling Green,1480
09/08/1979,Arizona,1510
