GameDate,VisitingTeamName,VisitingTeamScore,HomeTeamName,HomeTeamScore,Line
11/04/1978,Southern Illinois,28,Indiana State,7,
11/04/1978,East Carolina,33,Appalachian State,8,
11/04/1978,Rutgers,21,Massachusetts,11,
11/04/1978,The Citadel,8,William + Mary,12,
11/04/1978,New Mexico,24,Utah,12,
11/04/1978,Ball State,39,Bowling Green,14,
11/04/1978,Ohio State,49,Wisconsin,14,-18
11/04/1978,Holy Cross,7,Boston University,15,
11/04/1978,Miami-Ohio,31,Ohio,16,
11/04/1978,Lafayette,7,Colgate,17,
11/04/1978,Pittsburgh,18,Syracuse,17,-12
11/04/1978,Texas A+M,20,S-M-U,17,-1.5
11/04/1978,Michigan State,59,Illinois,19,-18
11/04/1978,UL-Monroe,7,Cincinnati,20,
11/04/1978,Miami-Florida,16,Tulane,20,-1.5
11/04/1978,Virginia,17,West Virginia,20,4.5
11/04/1978,Louisville,38,Wichita State,20,
11/04/1978,Pennsylvania,0,Princeton,21,1
11/04/1978,Drake,20,New Mexico State,21,
11/04/1978,Western Carolina,31,Chattanooga,21,
11/04/1978,Nebraska,63,Kansas,21,-20
11/04/1978,South Carolina,13,No Carolina State,22,5.5
11/04/1978,Oregon,21,U.C.L.A.,23,19
11/04/1978,Kansas State,0,Iowa State,24,12.5
11/04/1978,Southern Miss,12,North Texas,25,
11/04/1978,Maryland,3,Penn State,27,6.5
11/04/1978,Toledo,3,Central Michigan,27,
11/04/1978,Navy,7,Notre Dame,27,7.5
11/04/1978,Baylor,9,Texas Tech,27,-3
11/04/1978,North Carolina,18,Richmond,27,
11/04/1978,Kent State,21,Northern Illinois,27,
11/04/1978,Air Force,14,Army,28,9.5
11/04/1978,Boston College,16,Villanova,28,
11/04/1978,Northwestern St(LA),7,Texas-Arlington,30,
11/04/1978,Mississippi,8,Louisiana State,30,10
11/04/1978,Fullerton State,21,San Jose State,30,
11/04/1978,Brown,31,Harvard,30,-6.5
11/04/1978,Northwestern,0,Purdue,31,31
11/04/1978,Auburn,7,Florida,31,1
11/04/1978,Arizona,21,Washington,31,10.5
11/04/1978,Oregon State,32,Washington State,31,7
11/04/1978,Indiana,31,Minnesota,32,-1.5
11/04/1978,Duke,0,Tennessee,34,5.5
11/04/1978,Colorado State,31,San Diego State,34,
11/04/1978,UTEP,13,Hawaii,35,
11/04/1978,Mississippi State,14,Alabama,35,16
11/04/1978,Vanderbilt,14,Memphis,35,13.5
11/04/1978,Missouri,20,Oklahoma State,35,-7
11/04/1978,California,21,Arizona State,35,5.5
11/04/1978,Columbia,7,Dartmouth,37,6.5
11/04/1978,Rice,7,Arkansas,37,31
11/04/1978,Lamar,3,Louisiana Tech,40,
11/04/1978,Pacific,14,Utah State,40,
11/04/1978,Virginia Military,3,Georgia,41,23
11/04/1978,Illinois State,7,Eastern Illinois,42,
11/04/1978,Cornell,14,Yale,42,8.5
11/04/1978,Long Beach State,41,Fresno State,42,
11/04/1978,West Texas A+M,23,Tulsa,44,
11/04/1978,Wyoming,14,Brigham Young,48,
11/04/1978,Davidson,14,Furman,56,
11/04/1978,Texas Christian,6,Houston,63,29
11/11/1978,Auburn,6,Mississippi State,0,4.5
11/11/1978,Utah,38,UTEP,0,
11/11/1978,S-M-U,58,Rice,0,-17
11/11/1978,Wake Forest,0,Duke,3,8
11/11/1978,Arizona,24,Oregon,3,-1
11/11/1978,Colgate,0,Bucknell,7,
11/11/1978,Houston,10,Texas,7,3
11/11/1978,Maryland,17,Virginia,7,-21
11/11/1978,Furman,24,Western Carolina,7,
11/11/1978,Massachusetts,33,Holy Cross,8,
11/11/1978,Central Michigan,41,Eastern Michigan,9,
11/11/1978,Appalachian State,31,Virginia Military,10,
11/11/1978,Wyoming,10,Nevada-Las Vegas,12,
11/11/1978,Tulane,3,Mississippi,13,4.5
11/11/1978,North Carolina,9,Clemson,13,13.5
11/11/1978,Temple,10,Rutgers,13,
11/11/1978,Harvard,17,Pennsylvania,13,-1
11/11/1978,Tulsa,27,Wichita State,13,
11/11/1978,Stanford,21,Arizona State,14,1
11/11/1978,Arkansas,27,Baylor,14,-8.5
11/11/1978,Cornell,35,Columbia,14,-1
11/11/1978,Montana State,35,Fresno State,14,
11/11/1978,Michigan,59,Northwestern,14,-37
11/11/1978,U.C.L.A.,13,Oregon State,15,-14
11/11/1978,Marshall,14,Southern Illinois,15,
11/11/1978,Colorado State,26,New Mexico,15,
11/11/1978,Iowa State,28,Oklahoma State,15,3
11/11/1978,Oklahoma,14,Nebraska,17,-6
11/11/1978,UL-Lafayette,19,Northwestern St(LA),17,
11/11/1978,Texas Tech,27,Texas Christian,17,-15
11/11/1978,No Carolina State,10,Penn State,19,18
11/11/1978,William + Mary,3,East Carolina,20,
11/11/1978,Colorado,10,Kansas State,20,-12
11/11/1978,Western Michigan,14,Ball State,20,
11/11/1978,Navy,17,Syracuse,20,-7.5
11/11/1978,Fullerton State,31,Northridge State,20,
11/11/1978,San Diego State,3,Brigham Young,21,
11/11/1978,Dartmouth,31,Brown,21,7.5
11/11/1978,Georgia Tech,42,Air Force,21,-19
11/11/1978,Washington State,14,California,22,5.5
11/11/1978,Memphis,29,Louisville,22,
11/11/1978,Princeton,7,Yale,23,9.5
11/11/1978,Villanova,22,Delaware,23,
11/11/1978,McNeese State,24,Lamar,23,
11/11/1978,Arkansas State,10,Louisiana Tech,24,
11/11/1978,Virginia Tech,14,Florida State,24,19
11/11/1978,West Texas A+M,21,Drake,24,
11/11/1978,Florida,22,Georgia,24,4.5
11/11/1978,Purdue,24,Wisconsin,24,-13.5
11/11/1978,Weber State,44,Utah State,25,
11/11/1978,Indiana State,14,Illinois State,27,
11/11/1978,UL-Monroe,6,North Texas,28,
11/11/1978,Washington,10,Southern Cal,28,7
11/11/1978,Boston College,26,Army,29,1.5
11/11/1978,Richmond,3,Chattanooga,30,
11/11/1978,Louisiana State,10,Alabama,31,13
11/11/1978,Tennessee,14,Notre Dame,31,19
11/11/1978,San Jose State,33,Pacific,31,
11/11/1978,Minnesota,9,Michigan State,33,20.5
11/11/1978,Iowa,14,Indiana,34,10.5
11/11/1978,Ohio,0,Cincinnati,35,
11/11/1978,Northern Illinois,16,Toledo,35,
11/11/1978,Wofford,17,The Citadel,35,
11/11/1978,New Mexico State,20,Hawaii,35,
11/11/1978,Kent State,13,Miami-Ohio,38,
11/11/1978,Bowling Green,21,Southern Miss,38,
11/11/1978,Illinois,7,Ohio State,45,31
11/11/1978,Kansas,0,Missouri,48,19
11/11/1978,West Virginia,7,Pittsburgh,52,23
11/11/1978,Vanderbilt,2,Kentucky,53,21
11/18/1978,Texas,41,Texas Christian,0,-25
11/18/1978,Michigan State,52,Northwestern,3,-37
11/18/1978,Lamar,3,Arkansas State,6,
11/18/1978,Southern Illinois,10,UL-Lafayette,9,
11/18/1978,Southern Cal,17,U.C.L.A.,10,-7
11/18/1978,Stanford,30,California,10,-8.5
11/18/1978,Northwestern St(LA),13,S E Louisiana,12,
11/18/1978,Brown,24,Columbia,12,-13.5
11/18/1978,Ball State,31,Northern Illinois,13,
11/18/1978,Eastern Michigan,13,Illinois State,14,
11/18/1978,Central Michigan,35,Western Michigan,14,
11/18/1978,Ohio,19,Bowling Green,15,
11/18/1978,Louisiana State,14,Mississippi State,16,-5
11/18/1978,San Diego State,14,Miami-Florida,16,
11/18/1978,Florida,18,Kentucky,16,4
11/18/1978,Iowa State,20,Colorado,16,-2
11/18/1978,William + Mary,3,Richmond,17,
11/18/1978,The Citadel,13,Furman,17,
11/18/1978,Toledo,13,Kent State,17,
11/18/1978,Texas-Arlington,20,McNeese State,17,
11/18/1978,Louisiana Tech,0,UL-Monroe,18,
11/18/1978,Ohio State,21,Indiana,18,-16
11/18/1978,S-M-U,16,Texas Tech,19,-3
11/18/1978,Dartmouth,28,Princeton,21,-5.5
11/18/1978,Rutgers,31,Holy Cross,21,-8
11/18/1978,Notre Dame,38,Georgia Tech,21,-9
11/18/1978,Georgia,22,Auburn,22,-4.5
11/18/1978,Fullerton State,30,Cal Poly-Pomona,22,
11/18/1978,Arizona State,44,Oregon State,22,-4
11/18/1978,Brigham Young,22,Utah,23,
11/18/1978,Syracuse,37,Boston College,23,-3.5
11/18/1978,Illinois,6,Minnesota,24,11
11/18/1978,Purdue,6,Michigan,24,13.5
11/18/1978,Baylor,10,Rice,24,-18
11/18/1978,Duke,10,No Carolina State,24,15
11/18/1978,Clemson,28,Maryland,24,2
11/18/1978,North Texas,41,Memphis,24,
11/18/1978,Drake,0,Long Beach State,25,
11/18/1978,Texas A+M,7,Arkansas,26,7
11/18/1978,UTEP,0,Nevada-Las Vegas,27,
11/18/1978,Villanova,17,Temple,27,
11/18/1978,Wyoming,22,Hawaii,27,
11/18/1978,Chattanooga,23,Tennessee State,27,
11/18/1978,Virginia Military,2,Virginia Tech,28,10.5
11/18/1978,Cincinnati,24,Miami-Ohio,28,
11/18/1978,Yale,35,Harvard,28,-3.5
11/18/1978,Fresno State,41,Idaho,28,
11/18/1978,Washington State,24,Arizona,31,13
11/18/1978,Missouri,35,Nebraska,31,13
11/18/1978,Montana,7,San Jose State,35,
11/18/1978,Army,17,Pittsburgh,35,22
11/18/1978,Pennsylvania,17,Cornell,35,6
11/18/1978,Kansas,20,Kansas State,36,6
11/18/1978,Louisville,3,Southern Miss,37,
11/18/1978,Wake Forest,14,South Carolina,37,13.5
11/18/1978,Navy,6,Florida State,38,8.5
11/18/1978,Virginia,20,North Carolina,38,14
11/18/1978,Wisconsin,24,Iowa,38,-4
11/18/1978,Colgate,29,Delaware,38,
11/18/1978,Western Carolina,13,Appalachian State,39,
11/18/1978,Mississippi,17,Tennessee,41,3
11/18/1978,Air Force,27,Vanderbilt,41,3
11/18/1978,Wichita State,18,Indiana State,42,
11/18/1978,Pacific,6,New Mexico,44,
11/18/1978,Marshall,0,East Carolina,45,
11/18/1978,West Virginia,14,Colorado State,50,4.5
11/18/1978,Oklahoma State,7,Oklahoma,62,27
11/23/1978,Colorado State,20,Pacific,13,
11/24/1978,Fullerton State,7,Nevada-Las Vegas,24,
11/25/1978,Michigan,14,Ohio State,3,-6.5
11/25/1978,Oregon,24,Oregon State,3,-2
11/25/1978,Mississippi,27,Mississippi State,7,8
11/25/1978,Washington,38,Washington State,8,-10
11/25/1978,Colgate,14,Rutgers,9,20
11/25/1978,Brigham Young,31,Hawaii,13,
11/25/1978,Northern Illinois,23,Ohio,14,
11/25/1978,Arkansas,27,S-M-U,14,-7.5
11/25/1978,Cincinnati,34,Memphis,14,4.5
11/25/1978,Texas Christian,7,Texas A+M,15,30
11/25/1978,Duke,15,North Carolina,16,11
11/25/1978,Pittsburgh,10,Penn State,17,13.5
11/25/1978,Arizona State,18,Arizona,17,0
11/25/1978,Indiana,7,Purdue,20,7
11/25/1978,Connecticut,16,Holy Cross,20,
11/25/1978,Utah,23,Utah State,20,
11/25/1978,Syracuse,9,Miami-Florida,21,5.5
11/25/1978,No Carolina State,24,Virginia,21,-12.5
11/25/1978,Wyoming,51,UTEP,21,
11/25/1978,Houston,21,Texas Tech,22,-10
11/25/1978,Boston College,0,Massachusetts,27,
11/25/1978,New Mexico,24,San Diego State,27,
11/25/1978,Notre Dame,25,Southern Cal,27,6.5
11/25/1978,Kentucky,14,Tennessee,29,3
11/25/1978,New Mexico State,33,West Texas A+M,31,
11/25/1978,Long Beach State,31,Lamar,36,
11/25/1978,Texas,14,Baylor,38,-12
11/25/1978,Florida,21,Florida State,38,3.5
11/25/1978,Tulane,21,Louisiana State,40,13
11/25/1978,South Carolina,23,Clemson,41,12
11/25/1978,Iowa,7,Michigan State,42,31
11/25/1978,UL-Lafayette,18,McNeese State,44,
11/25/1978,Minnesota,10,Wisconsin,48,-2
12/02/1978,Southern Cal,21,Hawaii,5,
12/02/1978,Tennessee,41,Vanderbilt,15,-17
12/02/1978,Alabama,34,Auburn,16,-14.5
12/02/1978,Utah,20,San Diego State,18,
12/02/1978,Miami-Florida,22,Florida,21,4.5
12/02/1978,Texas A+M,7,Texas,22,6.5
12/02/1978,Long Beach State,6,San Jose State,24,
12/02/1978,Wyoming,17,Louisiana State,24,25
12/02/1978,Brigham Young,28,Nevada-Las Vegas,24,
12/02/1978,Army,0,Navy,28,8.5
12/02/1978,Georgia Tech,28,Georgia,29,5.5
12/02/1978,Holy Cross,30,Boston College,29,1
12/02/1978,Texas Tech,7,Arkansas,49,13.5
12/02/1978,Rice,25,Houston,49,36
12/10/1978,Boston College,24,Temple,28,
09/01/1979,McNeese State,6,Tulsa,3,
09/01/1979,Southern Illinois,0,West Texas A+M,14,
09/01/1979,UL-Monroe,13,UL-Lafayette,17,
09/01/1979,Drake,12,Indiana State,19,
09/01/1979,Northern Michigan,7,Eastern Michigan,21,
09/01/1979,Wichita State,13,New Mexico State,23,
09/01/1979,Western Carolina,6,East Carolina,31,
09/01/1979,Colorado State,17,Arizona,33,19
09/01/1979,Louisiana Tech,0,New Mexico,34,
09/01/1979,Long Beach State,10,Utah,34,
09/01/1979,UTEP,0,North Texas,35,
09/08/1979,Alabama,30,Georgia Tech,6,-14
09/08/1979,William + Mary,3,Virginia Military,7,-4
09/08/1979,Southern Cal,21,Texas Tech,7,-11
09/08/1979,Arizona,22,Washington State,7,-7.5
09/08/1979,Tulsa,24,Air Force,7,-11
09/08/1979,Western Carolina,24,Tennessee Tech,7,
09/08/1979,California,17,Arizona State,9,11.5
09/08/1979,Indiana State,28,Wichita State,9,
09/08/1979,Western Michigan,0,Central Michigan,10,
09/08/1979,S E Louisiana,3,McNeese State,10,
09/08/1979,Texas-Arlington,6,West Texas A+M,10,
09/08/1979,Memphis,14,Mississippi State,13,10.5
09/08/1979,Presbyterian,21,The Citadel,13,
09/08/1979,New Mexico State,13,Drake,14,
09/08/1979,Virginia Tech,15,Louisville,14,4.5
09/08/1979,Eastern Kentucky,17,Kent State,14,
09/08/1979,Nevada-Las Vegas,35,Fullerton State,14,
09/08/1979,Houston,24,U.C.L.A.,16,0
09/08/1979,Temple,38,West Virginia,16,-3.5
09/08/1979,UL-Lafayette,7,Southern Illinois,17,
09/08/1979,Southern Miss,14,Florida State,17,
09/08/1979,Brigham Young,18,Texas A+M,17,13
09/08/1979,Oregon,33,Colorado,19,7.5
09/08/1979,Lamar,7,Baylor,20,
09/08/1979,Furman,0,Clemson,21,
09/08/1979,Utah,27,Hawaii,23,
09/08/1979,Ohio,10,Minnesota,24,21.5
09/08/1979,Texas A+M-Commerce,14,Arkansas State,24,
09/08/1979,Villanova,20,Maryland,24,20
09/08/1979,North Texas,7,Oklahoma State,25,0
09/08/1979,Indiana,30,Iowa,26,-2.5
09/08/1979,Ball State,3,Miami-Ohio,27,
09/08/1979,Holy Cross,0,Rutgers,28,8.5
09/08/1979,South Carolina,0,North Carolina,28,2.5
09/08/1979,Idaho,10,Fresno State,30,
09/08/1979,Appalachian State,23,Wake Forest,30,
09/08/1979,James Madison,0,East Tennessee St,31,
09/08/1979,Richmond,0,Virginia,31,4
09/08/1979,Pacific,7,UTEP,31,
09/08/1979,Syracuse,8,Ohio State,31,13.5
09/08/1979,Toledo,14,Marshall,31,
09/08/1979,Eastern Michigan,6,Bowling Green,32,
09/08/1979,Stanford,10,Tulane,33,-2.5
09/08/1979,Illinois,16,Michigan State,33,24
09/08/1979,Illinois State,27,Youngstown State,33,
09/08/1979,East Carolina,20,No Carolina State,34,
09/08/1979,Oregon State,16,New Mexico,35,1.5
09/08/1979,Rice,17,S-M-U,35,23
09/08/1979,Wyoming,2,Washington,38,23
09/08/1979,Wisconsin,20,Purdue,41,19.5
09/08/1979,Western Kentucky,28,Chattanooga,41,
09/08/1979,San Diego State,15,Missouri,45,20.5
09/08/1979,Utah State,48,San Jose State,48,1.5
09/08/1979,Northwestern,7,Michigan,49,32
09/15/1979,Maryland,19,Clemson,0,3
09/15/1979,Western Carolina,24,Marshall,0,
09/15/1979,Louisiana State,44,Colorado,0,0
09/15/1979,Southern Cal,42,Oregon State,5,-23.5
09/15/1979,Missouri,14,Illinois,6,-16.5
09/15/1979,California,10,Arizona,7,7.5
09/15/1979,S-M-U,27,Texas Christian,7,-18
09/15/1979,Boise State,7,Long Beach State,9,
09/15/1979,Notre Dame,12,Michigan,10,6.5
09/15/1979,Presbyterian,17,Furman,10,
09/15/1979,New Mexico State,14,UTEP,13,
09/15/1979,Florida,10,Houston,14,10.5
09/15/1979,Miami-Ohio,15,Kentucky,14,7
09/15/1979,Indiana State,17,Western Illinois,14,
09/15/1979,Syracuse,24,West Virginia,14,-14.5
09/15/1979,Kent State,13,Akron,15,
09/15/1979,Wichita State,6,Oklahoma State,16,19.5
09/15/1979,Southern Illinois,18,Tennessee State,16,
09/15/1979,Tennessee,28,Boston College,16,-12.5
09/15/1979,New Mexico,7,Texas Tech,17,16
09/15/1979,Richmond,7,Virginia Military,17,-5.5
09/15/1979,Texas A+M,7,Baylor,17,-4
09/15/1979,Ohio State,21,Minnesota,17,-13
09/15/1979,Arkansas State,17,UL-Monroe,18,
09/15/1979,Texas-Arlington,14,North Texas,19,
09/15/1979,Eastern Michigan,7,Ohio,20,
09/15/1979,Fresno State,22,Montana State,20,
09/15/1979,West Texas A+M,0,McNeese State,21,
09/15/1979,Iowa,6,Oklahoma,21,29
09/15/1979,East Tennessee St,14,Northern Illinois,21,
09/15/1979,Tulane,17,Rice,21,-11
09/15/1979,Wake Forest,22,Georgia,21,17
09/15/1979,Nevada-Las Vegas,26,Nevada-Reno,21,
09/15/1979,Kansas,0,Pittsburgh,24,19.5
09/15/1979,Cincinnati,6,Southern Miss,24,
09/15/1979,Louisiana Tech,7,Chattanooga,24,
09/15/1979,Western Michigan,7,South Carolina,24,
09/15/1979,Louisville,12,Miami-Florida,24,8
09/15/1979,The Citadel,7,Navy,26,
09/15/1979,Connecticut,10,Army,26,
09/15/1979,Holy Cross,17,New Hampshire,26,
09/15/1979,Kansas State,18,Auburn,26,14
09/15/1979,Stephen F Austin,21,Northwestern St(LA),27,
09/15/1979,Wyoming,22,Northwestern,27,-10
09/15/1979,Lamar,58,Western Kentucky,27,
09/15/1979,East Carolina,14,Duke,28,
09/15/1979,Colgate,15,William + Mary,28,8.5
09/15/1979,UL-Lafayette,20,Tulsa,28,
09/15/1979,Arizona State,3,Florida State,31,6.5
09/15/1979,Ball State,14,Toledo,31,
09/15/1979,Cal-San Luis Obispo,17,Pacific,31,
09/15/1979,Purdue,21,U.C.L.A.,31,-6.5
09/15/1979,Virginia,27,No Carolina State,31,13
09/15/1979,Montana,14,Washington State,34,
09/15/1979,Mississippi,38,Memphis,34,-3.5
09/15/1979,Fort Hays State,7,Illinois State,35,
09/15/1979,Massachusetts,7,Villanova,35,
09/15/1979,Utah State,14,Nebraska,35,24
09/15/1979,Colorado State,3,Arkansas,36,20.5
09/15/1979,Air Force,0,Wisconsin,38,19
09/15/1979,Bowling Green,10,Iowa State,38,
09/15/1979,Utah,7,Washington,41,21
09/15/1979,Oregon,17,Michigan State,41,13.5
09/15/1979,Appalachian State,32,Virginia Tech,41,
09/15/1979,Drake,21,Temple,43,
09/15/1979,Vanderbilt,13,Indiana,44,13
09/15/1979,Rutgers,10,Penn State,45,20
09/15/1979,San Jose State,29,Stanford,45,14.5
09/15/1979,Weber State,3,Brigham Young,48,
09/22/1979,Princeton,16,Dartmouth,0,8.5
09/22/1979,Central Michigan,24,Bowling Green,0,
09/22/1979,Georgia Tech,7,Florida,7,10
09/22/1979,Harvard,26,Columbia,7,-3.5
09/22/1979,Missouri,33,Mississippi,7,-6
09/22/1979,Richmond,7,Wyoming,9,
09/22/1979,Drake,13,Colorado,9,
09/22/1979,Lehigh,3,Colgate,10,
09/22/1979,Memphis,16,Wichita State,10,
09/22/1979,Ball State,35,Kent State,10,
09/22/1979,Georgia,7,Clemson,12,-1.5
09/22/1979,UL-Monroe,10,McNeese State,12,
09/22/1979,U.C.L.A.,37,Wisconsin,12,-6.5
09/22/1979,San Jose State,10,California,13,13.5
09/22/1979,Brown,12,Yale,13,0
09/22/1979,Army,17,Stanford,13,15.5
09/22/1979,Cornell,52,Pennsylvania,13,1
09/22/1979,Texas Tech,14,Arizona,14,1.5
09/22/1979,The Citadel,27,Vanderbilt,14,
09/22/1979,Texas A+M,27,Penn State,14,7.5
09/22/1979,Temple,31,Delaware,14,
09/22/1979,Texas-Arlington,37,Northwestern St(LA),14,
09/22/1979,No Carolina State,38,West Virginia,14,-11.5
09/22/1979,Chattanooga,45,Furman,14,
09/22/1979,Bucknell,14,Rutgers,16,
09/22/1979,Pittsburgh,7,North Carolina,17,-2
09/22/1979,Iowa State,9,Texas,17,18
09/22/1979,Pacific,13,Idaho,17,
09/22/1979,Nevada-Las Vegas,15,UTEP,17,
09/22/1979,Washington,21,Oregon,17,-8.5
09/22/1979,Kentucky,10,Indiana,18,2.5
09/22/1979,Virginia Military,0,Virginia,19,
09/22/1979,Louisiana Tech,7,Lamar,19,
09/22/1979,West Texas A+M,10,UL-Lafayette,19,
09/22/1979,Illinois,27,Air Force,19,-7
09/22/1979,Tulane,33,Texas Christian,19,-8
09/22/1979,New Mexico,3,Hawaii,20,
09/22/1979,North Texas,9,S-M-U,20,8.5
09/22/1979,Connecticut,10,Navy,21,
09/22/1979,Nebraska,24,Iowa,21,-18
09/22/1979,Syracuse,54,Northwestern,21,-14
09/22/1979,Fullerton State,3,Boise State,22,
09/22/1979,Oregon State,16,Kansas State,22,10
09/22/1979,Cincinnati,19,Louisville,22,
09/22/1979,East Carolina,20,Wake Forest,23,
09/22/1979,San Diego State,32,Fresno State,23,
09/22/1979,Indiana State,40,New Mexico State,23,
09/22/1979,Colorado State,0,Utah State,24,
09/22/1979,Eastern Michigan,15,Illinois State,24,
09/22/1979,Southern Illinois,16,Arkansas State,24,
09/22/1979,Miami-Ohio,21,Michigan State,24,15.5
09/22/1979,Oklahoma State,7,Arkansas,27,11
09/22/1979,Eastern Kentucky,20,East Tennessee St,27,
09/22/1979,Appalachian State,35,Western Carolina,27,
09/22/1979,Kansas,7,Michigan,28,24
09/22/1979,Notre Dame,22,Purdue,28,0
09/22/1979,Southern Miss,9,Auburn,31,
09/22/1979,Villanova,7,Boston College,34,
09/22/1979,Duke,0,South Carolina,35,9
09/22/1979,Marshall,0,Ohio,35,
09/22/1979,Rhode Island,6,Holy Cross,35,
09/22/1979,Mississippi State,14,Maryland,35,4.5
09/22/1979,William + Mary,14,Virginia Tech,35,
09/22/1979,Miami-Florida,23,Florida State,40,11
09/22/1979,Baylor,0,Alabama,45,12.5
09/22/1979,Northern Illinois,17,Western Michigan,45,
09/22/1979,Washington State,29,Ohio State,45,20.5
09/22/1979,Rice,3,Louisiana State,47,23.5
09/22/1979,Minnesota,14,Southern Cal,48,23
09/22/1979,Toledo,0,Arizona State,49,22.5
09/22/1979,Tulsa,13,Oklahoma,49,24
09/22/1979,Utah,18,Tennessee,51,
09/29/1979,Texas,21,Missouri,0,-1.5
09/29/1979,Arizona State,45,Oregon State,0,-6.5
09/29/1979,Long Beach State,9,Northern Illinois,3,
09/29/1979,Bowling Green,15,Western Michigan,3,
09/29/1979,North Carolina,41,Army,3,-13.5
09/29/1979,Alabama,66,Vanderbilt,3,-34
09/29/1979,Louisiana Tech,0,Miami-Florida,6,
09/29/1979,Kansas State,19,Air Force,6,-12.5
09/29/1979,Fullerton State,17,Pacific,7,
09/29/1979,Texas A+M,17,Memphis,7,-10
09/29/1979,Massachusetts,20,Harvard,7,
09/29/1979,Western Carolina,20,Elon,7,
09/29/1979,Toledo,37,Eastern Michigan,7,
09/29/1979,Pittsburgh,10,Temple,9,-9.5
09/29/1979,UL-Lafayette,13,Arkansas State,9,
09/29/1979,Dartmouth,10,New Hampshire,10,
09/29/1979,Michigan,14,California,10,-9.5
09/29/1979,Florida State,17,Virginia Tech,10,-10.5
09/29/1979,Navy,13,Illinois,12,-6
09/29/1979,Southern Cal,17,Louisiana State,12,-10.5
09/29/1979,Oregon,7,Purdue,13,14.5
09/29/1979,Ohio State,17,U.C.L.A.,13,3
09/29/1979,Columbia,7,Lafayette,14,
09/29/1979,Maryland,7,Kentucky,14,-6.5
09/29/1979,Northwestern St(LA),20,UL-Monroe,14,
09/29/1979,Texas-Arlington,21,Texas Christian,14,
09/29/1979,Eastern Illinois,22,Southern Illinois,14,
09/29/1979,Rutgers,38,Princeton,14,-12
09/29/1979,Colorado,17,Indiana,16,11
09/29/1979,Colorado State,20,Wyoming,16,
09/29/1979,New Mexico,30,New Mexico State,16,
09/29/1979,S E Louisiana,7,Ball State,17,
09/29/1979,Wake Forest,14,No Carolina State,17,14
09/29/1979,West Virginia,20,Richmond,18,
09/29/1979,Miami-Ohio,18,Central Michigan,19,
09/29/1979,Illinois State,0,North Dakota,20,
09/29/1979,South Carolina,27,Georgia,20,1.5
09/29/1979,Louisville,31,Drake,21,
09/29/1979,Utah State,47,Utah,21,
09/29/1979,Oklahoma,63,Rice,21,-31
09/29/1979,Florida,10,Mississippi State,24,-2.5
09/29/1979,Connecticut,17,Yale,24,
09/29/1979,S-M-U,17,Tulane,24,-3
09/29/1979,Wisconsin,17,San Diego State,24,6.5
09/29/1979,Appalachian State,23,The Citadel,24,
09/29/1979,East Tennessee St,28,Furman,24,
09/29/1979,Marshall,0,Chattanooga,27,
09/29/1979,Michigan State,3,Notre Dame,27,3.5
09/29/1979,Villanova,13,Cincinnati,27,
09/29/1979,Texas Tech,17,Baylor,27,-1
09/29/1979,Indiana State,28,Akron,27,
09/29/1979,Duke,12,Virginia,30,3.5
09/29/1979,Iowa State,14,Iowa,30,-5.5
09/29/1979,Pennsylvania,7,Lehigh,31,
09/29/1979,UTEP,7,Brigham Young,31,
09/29/1979,Rhode Island,13,Brown,31,
09/29/1979,Nevada-Las Vegas,48,Hawaii,31,
09/29/1979,William + Mary,7,Georgia Tech,33,
09/29/1979,Tulsa,8,Arkansas,33,21
09/29/1979,Boston College,14,Stanford,33,7
09/29/1979,Auburn,17,Tennessee,35,4
09/29/1979,Colgate,21,Cornell,36,4.5
09/29/1979,North Texas,18,Kansas,37,-3
09/29/1979,Mississippi,8,Southern Miss,38,
09/29/1979,Northwestern,8,Minnesota,38,24
09/29/1979,San Jose State,18,Arizona,38,15
09/29/1979,Penn State,17,Nebraska,42,4.5
09/29/1979,Kent State,13,Ohio,43,
09/29/1979,Virginia Military,10,East Carolina,45,
09/29/1979,West Texas A+M,10,Houston,49,
09/29/1979,Fresno State,14,Washington,49,
09/29/1979,Washington State,25,Syracuse,52,7.5
10/05/1979,Hawaii,15,Brigham Young,38,
10/06/1979,Northern Illinois,0,Eastern Michigan,0,
